,id,name,lastOnceInjected,lastTwiceInjected,popOverEighteen,population,totalInjected,totalOnceInjected,totalTwiceInjected,totalVaccineProvided,totalVaccineAllocatedReality,totalVaccineAllocated,currentTeamInjectInPractice,last_updated
28,14,Sơn La,0,0,786097,1248415,2552644,978416,847712,1193980,1193980,1458572,0,6/22/2022
29,55,Cần Thơ,0,0,941769,1235171,3015204,1079135,1422662,2132068,2132068,1789361,0,6/22/2022
30,35,Quảng Ngãi,0,0,883502,1231697,2689957,1040861,940082,1562604,1562604,1678654,0,6/22/2022
31,41,Khánh Hòa,0,0,901731,1231107,3082791,1134987,1085791,1886770,1886770,1695222,0,6/22/2022
32,47,Bình Thuận,0,0,865494,1230808,2688107,1076689,1013908,1701850,1701850,1592509,0,6/22/2022
33,59,Sóc Trăng,0,0,861361,1199653,3175650,1124597,1005393,2114660,2114660,1636586,0,6/22/2022
34,61,Cà Mau,0,0,857571,1194476,2808860,1014828,981271,1677630,1677630,1629385,0,6/22/2022
35,46,Tây Ninh,0,0,954662,1169165,2750559,1116937,1014145,2055900,2055900,1658187,0,6/22/2022
36,16,Vĩnh Phúc,0,0,789896,1154154,2761226,964527,873124,1462250,1462250,1453409,0,6/22/2022
37,52,Bà Rịa - Vũng Tàu,0,0,891244,1148313,2933259,1143987,1010772,2034410,2034410,1563924,0,6/22/2022
38,4,Đà Nẵng,0,0,885070,1134310,2690125,1016748,936436,1720782,1720782,1571173,0,6/22/2022
39,33,Thừa Thiên Huế,0,0,779911,1128620,2585195,939082,883386,1616626,1616626,1481288,0,6/22/2022
40,57,Vĩnh Long,0,0,769026,1022791,2705806,953241,889988,1733130,1733130,1461149,0,6/22/2022
41,58,Trà Vinh,0,0,734794,1009168,2389473,990622,716721,1353410,1353410,1396109,0,6/22/2022
42,43,Bình Phước,0,0,758594,994679,2426492,893383,824688,1528060,1528060,1285789,0,6/22/2022
43,27,Ninh Bình,0,0,695394,982487,2276312,802000,744641,1239970,1239970,1279525,0,6/22/2022
44,39,Phú Yên,0,0,649673,961152,1896885,770059,674716,1108954,1108954,1171033,0,6/22/2022
45,60,Bạc Liêu,0,0,572580,907236,1914019,722549,678708,1269690,1269690,1275056,0,6/22/2022
46,31,Quảng Bình,0,0,611974,895430,1758385,656852,589705,978810,978810,1135015,0,6/22/2022
47,5,Hà Giang,0,0,490008,854679,1801405,589032,514405,1128820,1128820,1145979,0,6/22/2022
48,23,Hòa Bình,0,0,570146,854131,1958721,699833,629230,1046120,1046120,1100234,0,6/22/2022
49,24,Hà Nam,0,0,612219,852800,2047888,690088,667417,1213520,1213520,1126483,0,6/22/2022
50,13,Yên Bái,0,0,510271,821030,2009678,664095,617426,1034300,1034300,1039328,0,6/22/2022
51,9,Tuyên Quang,0,0,535735,784811,1659603,627392,586922,930610,930610,985752,0,6/22/2022
52,10,Lạng Sơn,0,0,558242,781655,1718717,631327,591320,1117220,1117220,1017262,0,6/22/2022
53,64,Hậu Giang,0,0,536163,733017,1793199,668255,608386,1190250,1190250,1018710,0,6/22/2022
54,8,Lào Cai,0,0,445164,730420,1839247,604447,560952,933550,933550,856325,0,6/22/2022
55,32,Quảng Trị,0,0,463442,632375,1385780,538938,488771,848182,848182,786243,0,6/22/2022
56,63,Đắk Nông,0,0,404872,622168,1512097,520917,476496,819420,819420,723091,0,6/22/2022
57,62,Điện Biên,0,0,339186,598856,1385452,484566,424193,629460,629460,663416,0,6/22/2022
58,45,Ninh Thuận,0,0,373632,590467,1394808,529729,493079,892660,892660,739091,0,6/22/2022
59,36,Kon Tum,0,0,338741,540438,1144868,435905,375210,621200,621200,611388,0,6/22/2022
60,6,Cao Bằng,0,0,368973,530341,1135962,434811,388936,550460,550460,678910,0,6/22/2022
61,7,Lai Châu,0,0,282600,460196,989084,364849,323013,517840,517840,496261,0,6/22/2022
62,11,Bắc Kạn,0,0,220169,313905,661407,262642,233657,343170,343170,409198,0,6/22/2022
