,id,name,lastOnceInjected,lastTwiceInjected,popOverEighteen,population,totalInjected,totalOnceInjected,totalTwiceInjected,totalVaccineProvided,totalVaccineAllocatedReality,totalVaccineAllocated,currentTeamInjectInPractice,last_updated
26,12,Thái Nguyên,0,0,918061,1286751,3036828,1137567,1019730,1271330,1271330,1693856,0,6/18/2022
27,22,Hưng Yên,0,0,935528,1252731,2659730,991571,895525,1686572,1686572,1705117,0,6/18/2022
28,14,Sơn La,0,0,786097,1248415,2523703,969626,830126,1193980,1193980,1458572,0,6/18/2022
29,55,Cần Thơ,0,0,941769,1235171,2967886,1075492,1407984,2132068,2132068,1789361,0,6/18/2022
30,35,Quảng Ngãi,0,0,883502,1231697,2661944,1034732,933160,1562604,1562604,1678654,0,6/18/2022
31,41,Khánh Hòa,0,0,901731,1231107,3044761,1132248,1077838,1886770,1886770,1695222,0,6/18/2022
32,47,Bình Thuận,0,0,865494,1230808,2658021,1070103,1013800,1701850,1701850,1592509,0,6/18/2022
33,59,Sóc Trăng,0,0,861361,1199653,2975640,1113224,980636,2114660,2114660,1636586,0,6/18/2022
34,61,Cà Mau,0,0,857571,1194476,2750417,987497,976973,1677630,1677630,1629385,0,6/18/2022
35,46,Tây Ninh,0,0,954662,1169165,2717859,1112545,1005098,2055900,2055900,1658187,0,6/18/2022
36,16,Vĩnh Phúc,0,0,789896,1154154,2717363,952717,867858,1462250,1462250,1453409,0,6/18/2022
37,52,Bà Rịa - Vũng Tàu,0,0,891244,1148313,2908843,1142884,1001733,2034410,2034410,1563924,0,6/18/2022
38,4,Đà Nẵng,0,0,885070,1134310,2657099,1013789,929683,1720782,1720782,1571173,0,6/18/2022
39,33,Thừa Thiên Huế,0,0,779911,1128620,2557208,934086,873973,1616626,1616626,1481288,0,6/18/2022
40,57,Vĩnh Long,0,0,769026,1022791,2658218,948632,860918,1733130,1733130,1461149,0,6/18/2022
41,58,Trà Vinh,0,0,734794,1009168,2349052,977324,707643,1353410,1353410,1396109,0,6/18/2022
42,43,Bình Phước,0,0,758594,994679,2389869,880180,808627,1528060,1528060,1285789,0,6/18/2022
43,27,Ninh Bình,0,0,695394,982487,2189837,786278,744108,1239970,1239970,1279525,0,6/18/2022
44,39,Phú Yên,0,0,649673,961152,1880532,765585,668425,1108954,1108954,1171033,0,6/18/2022
45,60,Bạc Liêu,0,0,572580,907236,1839753,720309,663198,1269690,1269690,1275056,0,6/18/2022
46,31,Quảng Bình,0,0,611974,895430,1747603,654992,588451,978810,978810,1135015,0,6/18/2022
47,5,Hà Giang,0,0,490008,854679,1759046,584000,495198,1128820,1128820,1145979,0,6/18/2022
48,23,Hòa Bình,0,0,570146,854131,1915290,694825,614424,1046120,1046120,1100234,0,6/18/2022
49,24,Hà Nam,0,0,612219,852800,2013709,688628,663079,1213520,1213520,1126483,0,6/18/2022
50,13,Yên Bái,0,0,510271,821030,1973106,654523,601864,1034300,1034300,1039328,0,6/18/2022
51,9,Tuyên Quang,0,0,535735,784811,1642816,623695,586489,930610,930610,985752,0,6/18/2022
52,10,Lạng Sơn,0,0,558242,781655,1697735,628254,582985,1117220,1117220,1017262,0,6/18/2022
53,64,Hậu Giang,0,0,536163,733017,1744445,655204,588034,1190250,1190250,1018710,0,6/18/2022
54,8,Lào Cai,0,0,445164,730420,1816904,599971,555266,933550,933550,856325,0,6/18/2022
55,32,Quảng Trị,0,0,463442,632375,1376264,536714,488036,848182,848182,786243,0,6/18/2022
56,63,Đắk Nông,0,0,404872,622168,1486276,514748,470548,819420,819420,723091,0,6/18/2022
57,62,Điện Biên,0,0,339186,598856,1375212,483326,424193,629460,629460,663416,0,6/18/2022
58,45,Ninh Thuận,0,0,373632,590467,1380758,528399,484484,892660,892660,739091,0,6/18/2022
59,36,Kon Tum,0,0,338741,540438,1121819,431109,366140,621200,621200,611388,0,6/18/2022
60,6,Cao Bằng,0,0,368973,530341,1125480,430083,384952,550460,550460,678910,0,6/18/2022
61,7,Lai Châu,0,0,282600,460196,977901,362778,319473,517840,517840,496261,0,6/18/2022
62,11,Bắc Kạn,0,0,220169,313905,652754,261929,227295,343170,343170,409198,0,6/18/2022
0,1,Hà Nội,0,0,6200000,8053664,17308413,6362532,6339737,12294742,12294742,11376541,0,6/19/2022
1,2,TP HCM,0,0,7208800,8993082,21128965,8193594,7769123,14637020,14637020,13794299,0,6/19/2022
2,28,Thanh Hóa,0,0,2393453,3640128,8093413,3040043,2217310,3877590,3877590,4794541,0,6/19/2022
3,29,Nghệ An,0,0,1960668,3327791,7194388,2468029,2268481,3900900,3900900,4267816,0,6/19/2022
4,48,Đồng Nai,0,0,2384309,3097107,7984364,3323086,3051730,5025430,5025430,4256053,0,6/19/2022
5,44,Bình Dương,0,0,2066553,2426561,7014922,2956297,2414643,4772470,4772470,3550283,0,6/19/2022
6,51,An Giang,0,0,1457127,1908352,4518358,1746792,1551459,3112132,3112132,2606158,0,6/19/2022
7,21,Hải Dương,0,0,1344063,1892254,4206783,1589191,1482941,2025640,2025640,2598385,0,6/19/2022
8,40,Đắk Lắk,0,0,1266098,1869322,3865644,1547428,1380012,2100110,2100110,2317760,0,6/19/2022
9,26,Thái Bình,0,0,1373070,1860447,3983170,1395598,1375077,1893980,1893980,2526449,0,6/19/2022
10,3,Hải Phòng,0,0,1580000,1837173,4861162,1946297,1571395,2767400,2767400,2857279,0,6/19/2022
11,18,Bắc Giang,0,0,1280197,1803950,4624175,1513351,1407146,2203610,2203610,2408322,0,6/19/2022
12,25,Nam Định,0,0,1159000,1780393,3731570,1396778,1247072,1772560,1772560,2341610,0,6/19/2022
13,53,Tiền Giang,0,0,1488385,1764185,4229417,1581631,1445824,2974320,2974320,2512418,0,6/19/2022
14,54,Kiên Giang,0,0,1248338,1723067,3808321,1545602,1343044,3001880,3001880,2371842,0,6/19/2022
15,49,Long An,0,0,1361733,1688547,4749255,1792303,1666524,2998000,2998000,2397297,0,6/19/2022
16,50,Đồng Tháp,0,0,1181264,1599504,3909730,1596312,1377177,2705690,2705690,2244402,0,6/19/2022
17,38,Gia Lai,0,0,950154,1513847,3238629,1285327,1046566,1795832,1795832,1760170,0,6/19/2022
18,34,Quảng Nam,0,0,1250469,1495812,3402590,1259852,1190545,2149770,2149770,1966932,0,6/19/2022
19,37,Bình Định,0,0,1110818,1486918,3437756,1273680,1171748,1902530,1902530,1966752,0,6/19/2022
20,15,Phú Thọ,0,0,1029489,1463726,3307175,1198644,1165227,1729400,1729400,1894260,0,6/19/2022
21,19,Bắc Ninh,0,0,985257,1368840,3840150,1343099,1239305,1865510,1865510,1871988,0,6/19/2022
22,17,Quảng Ninh,0,0,1013446,1320324,3376091,1215452,1135383,2121498,2121498,1778123,0,6/19/2022
23,42,Lâm Đồng,0,0,901167,1296606,3402869,1230748,1110081,1952774,1952774,1642299,0,6/19/2022
24,30,Hà Tĩnh,0,0,795436,1288866,2649976,981965,916521,1220150,1220150,1642572,0,6/19/2022
25,56,Bến Tre,0,0,980652,1288463,3231544,1210013,1160611,1882520,1882520,1863239,0,6/19/2022
26,12,Thái Nguyên,0,0,918061,1286751,3044086,1138451,1019730,1271330,1271330,1693856,0,6/19/2022
27,22,Hưng Yên,0,0,935528,1252731,2659730,991571,895525,1686572,1686572,1705117,0,6/19/2022
28,14,Sơn La,0,0,786097,1248415,2527655,970941,832608,1193980,1193980,1458572,0,6/19/2022
29,55,Cần Thơ,0,0,941769,1235171,2978187,1077066,1411555,2132068,2132068,1789361,0,6/19/2022
30,35,Quảng Ngãi,0,0,883502,1231697,2661944,1034732,933160,1562604,1562604,1678654,0,6/19/2022
31,41,Khánh Hòa,0,0,901731,1231107,3052182,1132954,1080241,1886770,1886770,1695222,0,6/19/2022
32,47,Bình Thuận,0,0,865494,1230808,2658021,1070103,1013800,1701850,1701850,1592509,0,6/19/2022
33,59,Sóc Trăng,0,0,861361,1199653,2975640,1113224,980636,2114660,2114660,1636586,0,6/19/2022
34,61,Cà Mau,0,0,857571,1194476,2785127,1006678,976974,1677630,1677630,1629385,0,6/19/2022
35,46,Tây Ninh,0,0,954662,1169165,2717859,1112545,1005098,2055900,2055900,1658187,0,6/19/2022
36,16,Vĩnh Phúc,0,0,789896,1154154,2727731,953399,869424,1462250,1462250,1453409,0,6/19/2022
37,52,Bà Rịa - Vũng Tàu,0,0,891244,1148313,2908843,1142884,1001733,2034410,2034410,1563924,0,6/19/2022
38,4,Đà Nẵng,0,0,885070,1134310,2657099,1013789,929683,1720782,1720782,1571173,0,6/19/2022
39,33,Thừa Thiên Huế,0,0,779911,1128620,2566475,936236,877638,1616626,1616626,1481288,0,6/19/2022
40,57,Vĩnh Long,0,0,769026,1022791,2675637,950867,870143,1733130,1733130,1461149,0,6/19/2022
41,58,Trà Vinh,0,0,734794,1009168,2349052,977324,707643,1353410,1353410,1396109,0,6/19/2022
42,43,Bình Phước,0,0,758594,994679,2426492,893383,824688,1528060,1528060,1285789,0,6/19/2022
43,27,Ninh Bình,0,0,695394,982487,2189837,786278,744108,1239970,1239970,1279525,0,6/19/2022
44,39,Phú Yên,0,0,649673,961152,1886646,769124,668474,1108954,1108954,1171033,0,6/19/2022
45,60,Bạc Liêu,0,0,572580,907236,1849284,721108,665968,1269690,1269690,1275056,0,6/19/2022
46,31,Quảng Bình,0,0,611974,895430,1747603,654992,588451,978810,978810,1135015,0,6/19/2022
47,5,Hà Giang,0,0,490008,854679,1790361,587819,508040,1128820,1128820,1145979,0,6/19/2022
48,23,Hòa Bình,0,0,570146,854131,1937763,697360,615466,1046120,1046120,1100234,0,6/19/2022
49,24,Hà Nam,0,0,612219,852800,2035215,689958,666627,1213520,1213520,1126483,0,6/19/2022
50,13,Yên Bái,0,0,510271,821030,1973106,654523,601864,1034300,1034300,1039328,0,6/19/2022
51,9,Tuyên Quang,0,0,535735,784811,1642816,623695,586489,930610,930610,985752,0,6/19/2022
52,10,Lạng Sơn,0,0,558242,781655,1697735,628254,582985,1117220,1117220,1017262,0,6/19/2022
53,64,Hậu Giang,0,0,536163,733017,1757151,662510,588068,1190250,1190250,1018710,0,6/19/2022
54,8,Lào Cai,0,0,445164,730420,1816904,599971,555266,933550,933550,856325,0,6/19/2022
55,32,Quảng Trị,0,0,463442,632375,1377963,537646,488093,848182,848182,786243,0,6/19/2022
56,63,Đắk Nông,0,0,404872,622168,1486276,514748,470548,819420,819420,723091,0,6/19/2022
57,62,Điện Biên,0,0,339186,598856,1375212,483326,424193,629460,629460,663416,0,6/19/2022
58,45,Ninh Thuận,0,0,373632,590467,1385169,528969,487543,892660,892660,739091,0,6/19/2022
59,36,Kon Tum,0,0,338741,540438,1121819,431109,366140,621200,621200,611388,0,6/19/2022
60,6,Cao Bằng,0,0,368973,530341,1128308,430710,386293,550460,550460,678910,0,6/19/2022
61,7,Lai Châu,0,0,282600,460196,980275,363386,320630,517840,517840,496261,0,6/19/2022
62,11,Bắc Kạn,0,0,220169,313905,653748,262003,228213,343170,343170,409198,0,6/19/2022
0,1,Hà Nội,0,0,6200000,8053664,17308413,6362532,6339737,12294742,12294742,11376541,0,6/20/2022
1,2,TP HCM,0,0,7208800,8993082,21128965,8193594,7769123,14637020,14637020,13794299,0,6/20/2022
2,28,Thanh Hóa,0,0,2393453,3640128,8093413,3040043,2217310,3877590,3877590,4794541,0,6/20/2022
3,29,Nghệ An,0,0,1960668,3327791,7194388,2468029,2268481,3900900,3900900,4267816,0,6/20/2022
4,48,Đồng Nai,0,0,2384309,3097107,7984364,3323086,3051730,5025430,5025430,4256053,0,6/20/2022
5,44,Bình Dương,0,0,2066553,2426561,7014922,2956297,2414643,4772470,4772470,3550283,0,6/20/2022
6,51,An Giang,0,0,1457127,1908352,4518358,1746792,1551459,3112132,3112132,2606158,0,6/20/2022
7,21,Hải Dương,0,0,1344063,1892254,4206783,1589191,1482941,2025640,2025640,2598385,0,6/20/2022
8,40,Đắk Lắk,0,0,1266098,1869322,3865644,1547428,1380012,2100110,2100110,2317760,0,6/20/2022
9,26,Thái Bình,0,0,1373070,1860447,3983170,1395598,1375077,1893980,1893980,2526449,0,6/20/2022
10,3,Hải Phòng,0,0,1580000,1837173,4861162,1946297,1571395,2767400,2767400,2857279,0,6/20/2022
11,18,Bắc Giang,0,0,1280197,1803950,4624175,1513351,1407146,2203610,2203610,2408322,0,6/20/2022
12,25,Nam Định,0,0,1159000,1780393,3731570,1396778,1247072,1772560,1772560,2341610,0,6/20/2022
13,53,Tiền Giang,0,0,1488385,1764185,4229417,1581631,1445824,2974320,2974320,2512418,0,6/20/2022
14,54,Kiên Giang,0,0,1248338,1723067,3808321,1545602,1343044,3001880,3001880,2371842,0,6/20/2022
15,49,Long An,0,0,1361733,1688547,4749255,1792303,1666524,2998000,2998000,2397297,0,6/20/2022
16,50,Đồng Tháp,0,0,1181264,1599504,3909730,1596312,1377177,2705690,2705690,2244402,0,6/20/2022
17,38,Gia Lai,0,0,950154,1513847,3238629,1285327,1046566,1795832,1795832,1760170,0,6/20/2022
18,34,Quảng Nam,0,0,1250469,1495812,3402590,1259852,1190545,2149770,2149770,1966932,0,6/20/2022
19,37,Bình Định,0,0,1110818,1486918,3437756,1273680,1171748,1902530,1902530,1966752,0,6/20/2022
20,15,Phú Thọ,0,0,1029489,1463726,3307175,1198644,1165227,1729400,1729400,1894260,0,6/20/2022
21,19,Bắc Ninh,0,0,985257,1368840,3840150,1343099,1239305,1865510,1865510,1871988,0,6/20/2022
22,17,Quảng Ninh,0,0,1013446,1320324,3376091,1215452,1135383,2121498,2121498,1778123,0,6/20/2022
23,42,Lâm Đồng,0,0,901167,1296606,3402869,1230748,1110081,1952774,1952774,1642299,0,6/20/2022
24,30,Hà Tĩnh,0,0,795436,1288866,2649976,981965,916521,1220150,1220150,1642572,0,6/20/2022
25,56,Bến Tre,0,0,980652,1288463,3231544,1210013,1160611,1882520,1882520,1863239,0,6/20/2022
26,12,Thái Nguyên,0,0,918061,1286751,3044086,1138451,1019730,1271330,1271330,1693856,0,6/20/2022
27,22,Hưng Yên,0,0,935528,1252731,2659730,991571,895525,1686572,1686572,1705117,0,6/20/2022
28,14,Sơn La,0,0,786097,1248415,2527655,970941,832608,1193980,1193980,1458572,0,6/20/2022
29,55,Cần Thơ,0,0,941769,1235171,2978187,1077066,1411555,2132068,2132068,1789361,0,6/20/2022
30,35,Quảng Ngãi,0,0,883502,1231697,2661944,1034732,933160,1562604,1562604,1678654,0,6/20/2022
31,41,Khánh Hòa,0,0,901731,1231107,3052182,1132954,1080241,1886770,1886770,1695222,0,6/20/2022
32,47,Bình Thuận,0,0,865494,1230808,2658021,1070103,1013800,1701850,1701850,1592509,0,6/20/2022
33,59,Sóc Trăng,0,0,861361,1199653,2975640,1113224,980636,2114660,2114660,1636586,0,6/20/2022
34,61,Cà Mau,0,0,857571,1194476,2785127,1006678,976974,1677630,1677630,1629385,0,6/20/2022
35,46,Tây Ninh,0,0,954662,1169165,2717859,1112545,1005098,2055900,2055900,1658187,0,6/20/2022
36,16,Vĩnh Phúc,0,0,789896,1154154,2727731,953399,869424,1462250,1462250,1453409,0,6/20/2022
37,52,Bà Rịa - Vũng Tàu,0,0,891244,1148313,2908843,1142884,1001733,2034410,2034410,1563924,0,6/20/2022
38,4,Đà Nẵng,0,0,885070,1134310,2657099,1013789,929683,1720782,1720782,1571173,0,6/20/2022
39,33,Thừa Thiên Huế,0,0,779911,1128620,2566475,936236,877638,1616626,1616626,1481288,0,6/20/2022
40,57,Vĩnh Long,0,0,769026,1022791,2675637,950867,870143,1733130,1733130,1461149,0,6/20/2022
41,58,Trà Vinh,0,0,734794,1009168,2349052,977324,707643,1353410,1353410,1396109,0,6/20/2022
42,43,Bình Phước,0,0,758594,994679,2426492,893383,824688,1528060,1528060,1285789,0,6/20/2022
43,27,Ninh Bình,0,0,695394,982487,2189837,786278,744108,1239970,1239970,1279525,0,6/20/2022
44,39,Phú Yên,0,0,649673,961152,1886646,769124,668474,1108954,1108954,1171033,0,6/20/2022
45,60,Bạc Liêu,0,0,572580,907236,1849284,721108,665968,1269690,1269690,1275056,0,6/20/2022
46,31,Quảng Bình,0,0,611974,895430,1747603,654992,588451,978810,978810,1135015,0,6/20/2022
47,5,Hà Giang,0,0,490008,854679,1790361,587819,508040,1128820,1128820,1145979,0,6/20/2022
48,23,Hòa Bình,0,0,570146,854131,1937763,697360,615466,1046120,1046120,1100234,0,6/20/2022
49,24,Hà Nam,0,0,612219,852800,2035215,689958,666627,1213520,1213520,1126483,0,6/20/2022
50,13,Yên Bái,0,0,510271,821030,1973106,654523,601864,1034300,1034300,1039328,0,6/20/2022
51,9,Tuyên Quang,0,0,535735,784811,1642816,623695,586489,930610,930610,985752,0,6/20/2022
52,10,Lạng Sơn,0,0,558242,781655,1697735,628254,582985,1117220,1117220,1017262,0,6/20/2022
53,64,Hậu Giang,0,0,536163,733017,1757151,662510,588068,1190250,1190250,1018710,0,6/20/2022
54,8,Lào Cai,0,0,445164,730420,1816904,599971,555266,933550,933550,856325,0,6/20/2022
55,32,Quảng Trị,0,0,463442,632375,1377963,537646,488093,848182,848182,786243,0,6/20/2022
56,63,Đắk Nông,0,0,404872,622168,1486276,514748,470548,819420,819420,723091,0,6/20/2022
57,62,Điện Biên,0,0,339186,598856,1375212,483326,424193,629460,629460,663416,0,6/20/2022
58,45,Ninh Thuận,0,0,373632,590467,1385169,528969,487543,892660,892660,739091,0,6/20/2022
59,36,Kon Tum,0,0,338741,540438,1121819,431109,366140,621200,621200,611388,0,6/20/2022
60,6,Cao Bằng,0,0,368973,530341,1128308,430710,386293,550460,550460,678910,0,6/20/2022
61,7,Lai Châu,0,0,282600,460196,980275,363386,320630,517840,517840,496261,0,6/20/2022
62,11,Bắc Kạn,0,0,220169,313905,653748,262003,228213,343170,343170,409198,0,6/20/2022
0,1,Hà Nội,0,0,6200000,8053664,17353186,6369930,6349903,12294742,12294742,11376541,0,6/21/2022
1,2,TP HCM,0,0,7208800,8993082,21193789,8198290,7779392,14637020,14637020,13794299,0,6/21/2022
2,28,Thanh Hóa,0,0,2393453,3640128,8154803,3064109,2230806,3877590,3877590,4794541,0,6/21/2022
3,29,Nghệ An,0,0,1960668,3327791,7224500,2468049,2276481,3900900,3900900,4267816,0,6/21/2022
4,48,Đồng Nai,0,0,2384309,3097107,8013236,3326386,3058365,5025430,5025430,4256053,0,6/21/2022
5,44,Bình Dương,0,0,2066553,2426561,7029032,2959422,2422188,4772470,4772470,3550283,0,6/21/2022
6,51,An Giang,0,0,1457127,1908352,4544382,1748708,1553904,3112132,3112132,2606158,0,6/21/2022
7,21,Hải Dương,0,0,1344063,1892254,4233415,1595595,1494940,2025640,2025640,2598385,0,6/21/2022
8,40,Đắk Lắk,0,0,1266098,1869322,3901916,1550992,1383084,2100110,2100110,2317760,0,6/21/2022
9,26,Thái Bình,0,0,1373070,1860447,4019526,1410289,1388972,1893980,1893980,2526449,0,6/21/2022
10,3,Hải Phòng,0,0,1580000,1837173,4966269,1949574,1573300,2767400,2767400,2857279,0,6/21/2022
11,18,Bắc Giang,0,0,1280197,1803950,4663623,1525571,1412674,2203610,2203610,2408322,0,6/21/2022
12,25,Nam Định,0,0,1159000,1780393,3761631,1401056,1261399,1772560,1772560,2341610,0,6/21/2022
13,53,Tiền Giang,0,0,1488385,1764185,4277716,1590088,1453003,2974320,2974320,2512418,0,6/21/2022
14,54,Kiên Giang,0,0,1248338,1723067,3841222,1550459,1353308,3001880,3001880,2371842,0,6/21/2022
15,49,Long An,0,0,1361733,1688547,4770808,1793264,1685098,2998000,2998000,2397297,0,6/21/2022
16,50,Đồng Tháp,0,0,1181264,1599504,3939919,1599857,1398934,2705690,2705690,2244402,0,6/21/2022
17,38,Gia Lai,0,0,950154,1513847,3239843,1285327,1047780,1795832,1795832,1760170,0,6/21/2022
18,34,Quảng Nam,0,0,1250469,1495812,3403168,1259854,1190553,2149770,2149770,1966932,0,6/21/2022
19,37,Bình Định,0,0,1110818,1486918,3456177,1275694,1175908,1902530,1902530,1966752,0,6/21/2022
20,15,Phú Thọ,0,0,1029489,1463726,3312209,1202242,1166663,1729400,1729400,1894260,0,6/21/2022
21,19,Bắc Ninh,0,0,985257,1368840,3858356,1344774,1240117,1865510,1865510,1871988,0,6/21/2022
22,17,Quảng Ninh,0,0,1013446,1320324,3489353,1215511,1135566,2121498,2121498,1778123,0,6/21/2022
23,42,Lâm Đồng,0,0,901167,1296606,3485189,1240296,1127582,1952774,1952774,1642299,0,6/21/2022
24,30,Hà Tĩnh,0,0,795436,1288866,2665454,982705,916751,1220150,1220150,1642572,0,6/21/2022
25,56,Bến Tre,0,0,980652,1288463,3278485,1212714,1168166,1882520,1882520,1863239,0,6/21/2022
26,12,Thái Nguyên,0,0,918061,1286751,3049614,1138788,1019730,1271330,1271330,1693856,0,6/21/2022
27,22,Hưng Yên,0,0,935528,1252731,2665898,996622,895525,1686572,1686572,1705117,0,6/21/2022
28,14,Sơn La,0,0,786097,1248415,2543976,975418,842611,1193980,1193980,1458572,0,6/21/2022
29,55,Cần Thơ,0,0,941769,1235171,2999817,1078479,1418334,2132068,2132068,1789361,0,6/21/2022
30,35,Quảng Ngãi,0,0,883502,1231697,2670634,1037930,933395,1562604,1562604,1678654,0,6/21/2022
31,41,Khánh Hòa,0,0,901731,1231107,3071250,1133623,1084642,1886770,1886770,1695222,0,6/21/2022
32,47,Bình Thuận,0,0,865494,1230808,2683334,1075888,1013860,1701850,1701850,1592509,0,6/21/2022
33,59,Sóc Trăng,0,0,861361,1199653,3158516,1123644,1001715,2114660,2114660,1636586,0,6/21/2022
34,61,Cà Mau,0,0,857571,1194476,2796272,1012034,977756,1677630,1677630,1629385,0,6/21/2022
35,46,Tây Ninh,0,0,954662,1169165,2736457,1115512,1011579,2055900,2055900,1658187,0,6/21/2022
36,16,Vĩnh Phúc,0,0,789896,1154154,2749266,960670,872750,1462250,1462250,1453409,0,6/21/2022
37,52,Bà Rịa - Vũng Tàu,0,0,891244,1148313,2920022,1143481,1006308,2034410,2034410,1563924,0,6/21/2022
38,4,Đà Nẵng,0,0,885070,1134310,2686630,1016748,934843,1720782,1720782,1571173,0,6/21/2022
39,33,Thừa Thiên Huế,0,0,779911,1128620,2570875,937522,878188,1616626,1616626,1481288,0,6/21/2022
40,57,Vĩnh Long,0,0,769026,1022791,2700369,952688,885104,1733130,1733130,1461149,0,6/21/2022
41,58,Trà Vinh,0,0,734794,1009168,2389473,990622,716721,1353410,1353410,1396109,0,6/21/2022
42,43,Bình Phước,0,0,758594,994679,2426492,893383,824688,1528060,1528060,1285789,0,6/21/2022
43,27,Ninh Bình,0,0,695394,982487,2254454,801292,744356,1239970,1239970,1279525,0,6/21/2022
44,39,Phú Yên,0,0,649673,961152,1896885,770059,674716,1108954,1108954,1171033,0,6/21/2022
45,60,Bạc Liêu,0,0,572580,907236,1887822,722475,675223,1269690,1269690,1275056,0,6/21/2022
46,31,Quảng Bình,0,0,611974,895430,1756408,656654,589207,978810,978810,1135015,0,6/21/2022
47,5,Hà Giang,0,0,490008,854679,1796560,588427,511981,1128820,1128820,1145979,0,6/21/2022
48,23,Hòa Bình,0,0,570146,854131,1943686,697991,619472,1046120,1046120,1100234,0,6/21/2022
49,24,Hà Nam,0,0,612219,852800,2039002,689966,666663,1213520,1213520,1126483,0,6/21/2022
50,13,Yên Bái,0,0,510271,821030,2009678,664095,617426,1034300,1034300,1039328,0,6/21/2022
51,9,Tuyên Quang,0,0,535735,784811,1654465,626170,586884,930610,930610,985752,0,6/21/2022
52,10,Lạng Sơn,0,0,558242,781655,1713265,630510,588236,1117220,1117220,1017262,0,6/21/2022
53,64,Hậu Giang,0,0,536163,733017,1778645,667541,598470,1190250,1190250,1018710,0,6/21/2022
54,8,Lào Cai,0,0,445164,730420,1830177,601692,558761,933550,933550,856325,0,6/21/2022
55,32,Quảng Trị,0,0,463442,632375,1382154,538762,488566,848182,848182,786243,0,6/21/2022
56,63,Đắk Nông,0,0,404872,622168,1512097,520917,476496,819420,819420,723091,0,6/21/2022
57,62,Điện Biên,0,0,339186,598856,1385452,484566,424193,629460,629460,663416,0,6/21/2022
58,45,Ninh Thuận,0,0,373632,590467,1391835,529481,491713,892660,892660,739091,0,6/21/2022
59,36,Kon Tum,0,0,338741,540438,1138128,434671,371843,621200,621200,611388,0,6/21/2022
60,6,Cao Bằng,0,0,368973,530341,1134746,433720,388934,550460,550460,678910,0,6/21/2022
61,7,Lai Châu,0,0,282600,460196,987514,364611,322610,517840,517840,496261,0,6/21/2022
62,11,Bắc Kạn,0,0,220169,313905,657085,262427,230963,343170,343170,409198,0,6/21/2022
0,1,Hà Nội,0,0,6200000,8053664,17372372,6371553,6354368,12294742,12294742,11376541,0,6/22/2022
1,2,TP HCM,0,0,7208800,8993082,21276489,8200539,7788158,14637020,14637020,13794299,0,6/22/2022
2,28,Thanh Hóa,0,0,2393453,3640128,8179808,3071112,2238907,3877590,3877590,4794541,0,6/22/2022
3,29,Nghệ An,0,0,1960668,3327791,7234500,2468049,2286481,3900900,3900900,4267816,0,6/22/2022
4,48,Đồng Nai,0,0,2384309,3097107,8029497,3327752,3060045,5025430,5025430,4256053,0,6/22/2022
5,44,Bình Dương,0,0,2066553,2426561,7049242,2960820,2425655,4772470,4772470,3550283,0,6/22/2022
6,51,An Giang,0,0,1457127,1908352,4544382,1748708,1553904,3112132,3112132,2606158,0,6/22/2022
7,21,Hải Dương,0,0,1344063,1892254,4241388,1596577,1501931,2025640,2025640,2598385,0,6/22/2022
8,40,Đắk Lắk,0,0,1266098,1869322,3901916,1550992,1383084,2100110,2100110,2317760,0,6/22/2022
9,26,Thái Bình,0,0,1373070,1860447,4030366,1411572,1390326,1893980,1893980,2526449,0,6/22/2022
10,3,Hải Phòng,0,0,1580000,1837173,4970052,1949615,1573337,2767400,2767400,2857279,0,6/22/2022
11,18,Bắc Giang,0,0,1280197,1803950,4685763,1531708,1415692,2203610,2203610,2408322,0,6/22/2022
12,25,Nam Định,0,0,1159000,1780393,3780755,1403225,1271787,1772560,1772560,2341610,0,6/22/2022
13,53,Tiền Giang,0,0,1488385,1764185,4280081,1590802,1460217,2974320,2974320,2512418,0,6/22/2022
14,54,Kiên Giang,0,0,1248338,1723067,3860258,1551649,1363516,3001880,3001880,2371842,0,6/22/2022
15,49,Long An,0,0,1361733,1688547,4779571,1793468,1692760,2998000,2998000,2397297,0,6/22/2022
16,50,Đồng Tháp,0,0,1181264,1599504,3939919,1599857,1398934,2705690,2705690,2244402,0,6/22/2022
17,38,Gia Lai,0,0,950154,1513847,3316272,1290933,1076801,1795832,1795832,1760170,0,6/22/2022
18,34,Quảng Nam,0,0,1250469,1495812,3404605,1261291,1190553,2149770,2149770,1966932,0,6/22/2022
19,37,Bình Định,0,0,1110818,1486918,3466878,1276467,1177415,1902530,1902530,1966752,0,6/22/2022
20,15,Phú Thọ,0,0,1029489,1463726,3315083,1203817,1167962,1729400,1729400,1894260,0,6/22/2022
21,19,Bắc Ninh,0,0,985257,1368840,3869677,1347568,1245699,1865510,1865510,1871988,0,6/22/2022
22,17,Quảng Ninh,0,0,1013446,1320324,3489353,1215511,1135566,2121498,2121498,1778123,0,6/22/2022
23,42,Lâm Đồng,0,0,901167,1296606,3504935,1242086,1130370,1952774,1952774,1642299,0,6/22/2022
24,30,Hà Tĩnh,0,0,795436,1288866,2674124,983334,916792,1220150,1220150,1642572,0,6/22/2022
25,56,Bến Tre,0,0,980652,1288463,3307375,1212787,1171035,1882520,1882520,1863239,0,6/22/2022
26,12,Thái Nguyên,0,0,918061,1286751,3058927,1139811,1019969,1271330,1271330,1693856,0,6/22/2022
27,22,Hưng Yên,0,0,935528,1252731,2665898,996622,895525,1686572,1686572,1705117,0,6/22/2022
